r,l,t,m,y,RateOfActivity
REGION1,SEA4N,DEMAGRGWTBC1,1,2044,0.5912
REGION1,SEA1D,DEMAGRGWTBC1,1,2045,0.5981
REGION1,SEA1N,DEMAGRGWTBC1,1,2045,0.5981
REGION1,SEA2D,DEMAGRGWTBC1,1,2045,0.5981
REGION1,SEA2N,DEMAGRGWTBC1,1,2045,0.5981
REGION1,SEA3D,DEMAGRGWTBC1,1,2045,0.5981
REGION1,SEA3N,DEMAGRGWTBC1,1,2045,0.5981
REGION1,SEA4D,DEMAGRGWTBC1,1,2045,0.5981
REGION1,SEA4N,DEMAGRGWTBC1,1,2045,0.5981
REGION1,SEA1D,DEMAGRGWTBC1,1,2046,0.6052
REGION1,SEA1N,DEMAGRGWTBC1,1,2046,0.6052
REGION1,SEA2D,DEMAGRGWTBC1,1,2046,0.6052
REGION1,SEA2N,DEMAGRGWTBC1,1,2046,0.6052
REGION1,SEA3D,DEMAGRGWTBC1,1,2046,0.6052
REGION1,SEA3N,DEMAGRGWTBC1,1,2046,0.6052
REGION1,SEA4D,DEMAGRGWTBC1,1,2046,0.6052
REGION1,SEA4N,DEMAGRGWTBC1,1,2046,0.6052
REGION1,SEA1D,DEMAGRGWTBC1,1,2047,0.6116
REGION1,SEA1N,DEMAGRGWTBC1,1,2047,0.6116
REGION1,SEA2D,DEMAGRGWTBC1,1,2047,0.6116
REGION1,SEA2N,DEMAGRGWTBC1,1,2047,0.6116
REGION1,SEA3D,DEMAGRGWTBC1,1,2047,0.6116
REGION1,SEA3N,DEMAGRGWTBC1,1,2047,0.6116
REGION1,SEA4D,DEMAGRGWTBC1,1,2047,0.6116
REGION1,SEA4N,DEMAGRGWTBC1,1,2047,0.6116
REGION1,SEA1D,DEMAGRGWTBC1,1,2048,0.6185
REGION1,SEA1N,DEMAGRGWTBC1,1,2048,0.6185
REGION1,SEA2D,DEMAGRGWTBC1,1,2048,0.6185
REGION1,SEA2N,DEMAGRGWTBC1,1,2048,0.6185
REGION1,SEA3D,DEMAGRGWTBC1,1,2048,0.6185
REGION1,SEA3N,DEMAGRGWTBC1,1,2048,0.6185
REGION1,SEA4D,DEMAGRGWTBC1,1,2048,0.6185
REGION1,SEA4N,DEMAGRGWTBC1,1,2048,0.6185
REGION1,SEA1D,DEMAGRGWTBC1,1,2049,0.6257
REGION1,SEA1N,DEMAGRGWTBC1,1,2049,0.6257
REGION1,SEA2D,DEMAGRGWTBC1,1,2049,0.6257
REGION1,SEA2N,DEMAGRGWTBC1,1,2049,0.6257
REGION1,SEA3D,DEMAGRGWTBC1,1,2049,0.6257
REGION1,SEA3N,DEMAGRGWTBC1,1,2049,0.6257
REGION1,SEA4D,DEMAGRGWTBC1,1,2049,0.6257
REGION1,SEA4N,DEMAGRGWTBC1,1,2049,0.6257
REGION1,SEA1D,DEMAGRGWTBC1,1,2050,0.6329
REGION1,SEA1N,DEMAGRGWTBC1,1,2050,0.6329
REGION1,SEA2D,DEMAGRGWTBC1,1,2050,0.6329
REGION1,SEA2N,DEMAGRGWTBC1,1,2050,0.6329
REGION1,SEA3D,DEMAGRGWTBC1,1,2050,0.6329
REGION1,SEA3N,DEMAGRGWTBC1,1,2050,0.6329
REGION1,SEA4D,DEMAGRGWTBC1,1,2050,0.6329
REGION1,SEA4N,DEMAGRGWTBC1,1,2050,0.6329
REGION1,SEA1D,DEMAGRSURBC1,1,2022,0.4246
REGION1,SEA1N,DEMAGRSURBC1,1,2022,0.4246
REGION1,SEA2D,DEMAGRSURBC1,1,2022,0.4246
REGION1,SEA2N,DEMAGRSURBC1,1,2022,0.4246
REGION1,SEA3D,DEMAGRSURBC1,1,2022,0.4246
REGION1,SEA3N,DEMAGRSURBC1,1,2022,0.4246
REGION1,SEA4D,DEMAGRSURBC1,1,2022,0.4246
REGION1,SEA4N,DEMAGRSURBC1,1,2022,0.4246
REGION1,SEA1D,DEMAGRSURBC1,1,2026,0.4446
REGION1,SEA1N,DEMAGRSURBC1,1,2026,0.4446
REGION1,SEA2D,DEMAGRSURBC1,1,2026,0.4446
REGION1,SEA2N,DEMAGRSURBC1,1,2026,0.4446
REGION1,SEA3D,DEMAGRSURBC1,1,2026,0.4446
REGION1,SEA3N,DEMAGRSURBC1,1,2026,0.4446
REGION1,SEA4D,DEMAGRSURBC1,1,2026,0.4446
REGION1,SEA4N,DEMAGRSURBC1,1,2026,0.4446
REGION1,SEA1D,DEMCOMBIO,1,2020,0.1212
REGION1,SEA1N,DEMCOMBIO,1,2020,0.1212
REGION1,SEA2D,DEMCOMBIO,1,2020,0.1212
REGION1,SEA2N,DEMCOMBIO,1,2020,0.1212
REGION1,SEA3D,DEMCOMBIO,1,2020,0.1212
REGION1,SEA3N,DEMCOMBIO,1,2020,0.1212
REGION1,SEA4D,DEMCOMBIO,1,2020,0.1212
REGION1,SEA4N,DEMCOMBIO,1,2020,0.1212
REGION1,SEA1D,DEMCOMBIO,1,2021,0.1717
REGION1,SEA1N,DEMCOMBIO,1,2021,0.1717
REGION1,SEA2D,DEMCOMBIO,1,2021,0.1717
REGION1,SEA2N,DEMCOMBIO,1,2021,0.1717
REGION1,SEA3D,DEMCOMBIO,1,2021,0.1717
REGION1,SEA3N,DEMCOMBIO,1,2021,0.1717
REGION1,SEA4D,DEMCOMBIO,1,2021,0.1717
REGION1,SEA4N,DEMCOMBIO,1,2021,0.1717
REGION1,SEA1D,DEMCOMBIO,1,2022,0.2222
REGION1,SEA1N,DEMCOMBIO,1,2022,0.2222
REGION1,SEA2D,DEMCOMBIO,1,2022,0.2222
REGION1,SEA2N,DEMCOMBIO,1,2022,0.2222
REGION1,SEA3D,DEMCOMBIO,1,2022,0.2222
REGION1,SEA3N,DEMCOMBIO,1,2022,0.2222
REGION1,SEA4D,DEMCOMBIO,1,2022,0.2222
REGION1,SEA4N,DEMCOMBIO,1,2022,0.2222
REGION1,SEA1D,DEMCOMBIO,1,2023,0.2626
REGION1,SEA1N,DEMCOMBIO,1,2023,0.2626
REGION1,SEA2D,DEMCOMBIO,1,2023,0.2626
REGION1,SEA2N,DEMCOMBIO,1,2023,0.2626
REGION1,SEA3D,DEMCOMBIO,1,2023,0.2626
REGION1,SEA3N,DEMCOMBIO,1,2023,0.2626
REGION1,SEA4D,DEMCOMBIO,1,2023,0.2626
REGION1,SEA4N,DEMCOMBIO,1,2023,0.2626
REGION1,SEA1D,DEMCOMBIO,1,2024,0.3131
REGION1,SEA1N,DEMCOMBIO,1,2024,0.3131
REGION1,SEA2D,DEMCOMBIO,1,2024,0.3131
REGION1,SEA2N,DEMCOMBIO,1,2024,0.3131
REGION1,SEA3D,DEMCOMBIO,1,2024,0.3131
REGION1,SEA3N,DEMCOMBIO,1,2024,0.3131
REGION1,SEA4D,DEMCOMBIO,1,2024,0.3131
REGION1,SEA4N,DEMCOMBIO,1,2024,0.3131
REGION1,SEA1D,DEMCOMBIO,1,2025,0.3535
REGION1,SEA1N,DEMCOMBIO,1,2025,0.3535
REGION1,SEA2D,DEMCOMBIO,1,2025,0.3535
REGION1,SEA2N,DEMCOMBIO,1,2025,0.3535
REGION1,SEA3D,DEMCOMBIO,1,2025,0.3535
REGION1,SEA3N,DEMCOMBIO,1,2025,0.3535
REGION1,SEA4D,DEMCOMBIO,1,2025,0.3535
REGION1,SEA4N,DEMCOMBIO,1,2025,0.3535
REGION1,SEA1D,DEMCOMBIO,1,2026,0.404
REGION1,SEA1N,DEMCOMBIO,1,2026,0.404
REGION1,SEA2D,DEMCOMBIO,1,2026,0.404
REGION1,SEA2N,DEMCOMBIO,1,2026,0.404
REGION1,SEA3D,DEMCOMBIO,1,2026,0.404
REGION1,SEA3N,DEMCOMBIO,1,2026,0.404
REGION1,SEA4D,DEMCOMBIO,1,2026,0.404
REGION1,SEA4N,DEMCOMBIO,1,2026,0.404
REGION1,SEA1D,DEMCOMBIO,1,2027,0.4545
REGION1,SEA1N,DEMCOMBIO,1,2027,0.4545
REGION1,SEA2D,DEMCOMBIO,1,2027,0.4545
REGION1,SEA2N,DEMCOMBIO,1,2027,0.4545
REGION1,SEA3D,DEMCOMBIO,1,2027,0.4545
REGION1,SEA3N,DEMCOMBIO,1,2027,0.4545
REGION1,SEA4D,DEMCOMBIO,1,2027,0.4545
REGION1,SEA4N,DEMCOMBIO,1,2027,0.4545
REGION1,SEA1D,DEMCOMBIO,1,2028,0.4949
REGION1,SEA1N,DEMCOMBIO,1,2028,0.4949
REGION1,SEA2D,DEMCOMBIO,1,2028,0.4949
REGION1,SEA2N,DEMCOMBIO,1,2028,0.4949
REGION1,SEA3D,DEMCOMBIO,1,2028,0.4949
REGION1,SEA3N,DEMCOMBIO,1,2028,0.4949
REGION1,SEA4D,DEMCOMBIO,1,2028,0.4949
REGION1,SEA4N,DEMCOMBIO,1,2028,0.4949
REGION1,SEA1D,DEMCOMBIO,1,2029,0.5455
REGION1,SEA1N,DEMCOMBIO,1,2029,0.5455
REGION1,SEA2D,DEMCOMBIO,1,2029,0.5455
REGION1,SEA2N,DEMCOMBIO,1,2029,0.5455
REGION1,SEA3D,DEMCOMBIO,1,2029,0.5455
REGION1,SEA3N,DEMCOMBIO,1,2029,0.5455
REGION1,SEA4D,DEMCOMBIO,1,2029,0.5455
REGION1,SEA4N,DEMCOMBIO,1,2029,0.5455
REGION1,SEA1D,DEMCOMBIO,1,2030,0.5859
REGION1,SEA1N,DEMCOMBIO,1,2030,0.5859
REGION1,SEA2D,DEMCOMBIO,1,2030,0.5859
REGION1,SEA2N,DEMCOMBIO,1,2030,0.5859
REGION1,SEA3D,DEMCOMBIO,1,2030,0.5859
REGION1,SEA3N,DEMCOMBIO,1,2030,0.5859
REGION1,SEA4D,DEMCOMBIO,1,2030,0.5859
REGION1,SEA4N,DEMCOMBIO,1,2030,0.5859
REGION1,SEA1D,DEMCOMBIO,1,2031,0.6364
REGION1,SEA1N,DEMCOMBIO,1,2031,0.6364
REGION1,SEA2D,DEMCOMBIO,1,2031,0.6364
REGION1,SEA2N,DEMCOMBIO,1,2031,0.6364
REGION1,SEA3D,DEMCOMBIO,1,2031,0.6364
REGION1,SEA3N,DEMCOMBIO,1,2031,0.6364
REGION1,SEA4D,DEMCOMBIO,1,2031,0.6364
REGION1,SEA4N,DEMCOMBIO,1,2031,0.6364
REGION1,SEA1D,DEMCOMBIO,1,2032,0.6768
REGION1,SEA1N,DEMCOMBIO,1,2032,0.6768
REGION1,SEA2D,DEMCOMBIO,1,2032,0.6768
REGION1,SEA2N,DEMCOMBIO,1,2032,0.6768
REGION1,SEA3D,DEMCOMBIO,1,2032,0.6768
REGION1,SEA3N,DEMCOMBIO,1,2032,0.6768
REGION1,SEA4D,DEMCOMBIO,1,2032,0.6768
REGION1,SEA4N,DEMCOMBIO,1,2032,0.6768
REGION1,SEA1D,DEMCOMBIO,1,2033,0.7172
REGION1,SEA1N,DEMCOMBIO,1,2033,0.7172
REGION1,SEA2D,DEMCOMBIO,1,2033,0.7172
REGION1,SEA2N,DEMCOMBIO,1,2033,0.7172
REGION1,SEA3D,DEMCOMBIO,1,2033,0.7172
REGION1,SEA3N,DEMCOMBIO,1,2033,0.7172
REGION1,SEA4D,DEMCOMBIO,1,2033,0.7172
REGION1,SEA4N,DEMCOMBIO,1,2033,0.7172
REGION1,SEA1D,DEMCOMBIO,1,2034,0.7576
REGION1,SEA1N,DEMCOMBIO,1,2034,0.7576
REGION1,SEA2D,DEMCOMBIO,1,2034,0.7576
REGION1,SEA2N,DEMCOMBIO,1,2034,0.7576
REGION1,SEA3D,DEMCOMBIO,1,2034,0.7576
REGION1,SEA3N,DEMCOMBIO,1,2034,0.7576
REGION1,SEA4D,DEMCOMBIO,1,2034,0.7576
REGION1,SEA4N,DEMCOMBIO,1,2034,0.7576
REGION1,SEA1D,DEMCOMBIO,1,2035,0.798
REGION1,SEA1N,DEMCOMBIO,1,2035,0.798
REGION1,SEA2D,DEMCOMBIO,1,2035,0.798
REGION1,SEA2N,DEMCOMBIO,1,2035,0.798
REGION1,SEA3D,DEMCOMBIO,1,2035,0.798
REGION1,SEA3N,DEMCOMBIO,1,2035,0.798
REGION1,SEA4D,DEMCOMBIO,1,2035,0.798
REGION1,SEA4N,DEMCOMBIO,1,2035,0.798
REGION1,SEA1D,DEMCOMBIO,1,2036,0.8384
REGION1,SEA1N,DEMCOMBIO,1,2036,0.8384
REGION1,SEA2D,DEMCOMBIO,1,2036,0.8384
REGION1,SEA2N,DEMCOMBIO,1,2036,0.8384
REGION1,SEA3D,DEMCOMBIO,1,2036,0.8384
REGION1,SEA3N,DEMCOMBIO,1,2036,0.8384
REGION1,SEA4D,DEMCOMBIO,1,2036,0.8384
REGION1,SEA4N,DEMCOMBIO,1,2036,0.8384
REGION1,SEA1D,DEMCOMBIO,1,2037,0.8687
REGION1,SEA1N,DEMCOMBIO,1,2037,0.8687
REGION1,SEA2D,DEMCOMBIO,1,2037,0.8687
REGION1,SEA2N,DEMCOMBIO,1,2037,0.8687
REGION1,SEA3D,DEMCOMBIO,1,2037,0.8687
REGION1,SEA3N,DEMCOMBIO,1,2037,0.8687
REGION1,SEA4D,DEMCOMBIO,1,2037,0.8687
REGION1,SEA4N,DEMCOMBIO,1,2037,0.8687
REGION1,SEA1D,DEMCOMBIO,1,2038,0.9091
REGION1,SEA1N,DEMCOMBIO,1,2038,0.9091
REGION1,SEA2D,DEMCOMBIO,1,2038,0.9091
REGION1,SEA2N,DEMCOMBIO,1,2038,0.9091
REGION1,SEA3D,DEMCOMBIO,1,2038,0.9091
REGION1,SEA3N,DEMCOMBIO,1,2038,0.9091
REGION1,SEA4D,DEMCOMBIO,1,2038,0.9091
REGION1,SEA4N,DEMCOMBIO,1,2038,0.9091
REGION1,SEA1D,DEMCOMBIO,1,2039,0.9394
REGION1,SEA1N,DEMCOMBIO,1,2039,0.9394
REGION1,SEA2D,DEMCOMBIO,1,2039,0.9394
REGION1,SEA2N,DEMCOMBIO,1,2039,0.9394
REGION1,SEA3D,DEMCOMBIO,1,2039,0.9394
REGION1,SEA3N,DEMCOMBIO,1,2039,0.9394
REGION1,SEA4D,DEMCOMBIO,1,2039,0.9394
REGION1,SEA4N,DEMCOMBIO,1,2039,0.9394
REGION1,SEA1D,DEMCOMBIO,1,2040,0.9798
REGION1,SEA1N,DEMCOMBIO,1,2040,0.9798
REGION1,SEA2D,DEMCOMBIO,1,2040,0.9798
REGION1,SEA2N,DEMCOMBIO,1,2040,0.9798
REGION1,SEA3D,DEMCOMBIO,1,2040,0.9798
REGION1,SEA3N,DEMCOMBIO,1,2040,0.9798
REGION1,SEA4D,DEMCOMBIO,1,2040,0.9798
REGION1,SEA4N,DEMCOMBIO,1,2040,0.9798
REGION1,SEA1D,DEMCOMBIO,1,2041,0.9242
REGION1,SEA1N,DEMCOMBIO,1,2041,0.9242
REGION1,SEA2D,DEMCOMBIO,1,2041,0.9242
REGION1,SEA2N,DEMCOMBIO,1,2041,0.9242
REGION1,SEA3D,DEMCOMBIO,1,2041,0.9242
REGION1,SEA3N,DEMCOMBIO,1,2041,0.9242
REGION1,SEA4D,DEMCOMBIO,1,2041,0.9242
REGION1,SEA4N,DEMCOMBIO,1,2041,0.9242
REGION1,SEA1D,DEMCOMBIO,1,2042,0.9566
REGION1,SEA1N,DEMCOMBIO,1,2042,0.9566
REGION1,SEA2D,DEMCOMBIO,1,2042,0.9566
REGION1,SEA2N,DEMCOMBIO,1,2042,0.9566
REGION1,SEA3D,DEMCOMBIO,1,2042,0.9566
REGION1,SEA3N,DEMCOMBIO,1,2042,0.9566
REGION1,SEA4D,DEMCOMBIO,1,2042,0.9566
REGION1,SEA4N,DEMCOMBIO,1,2042,0.9566
REGION1,SEA1D,DEMCOMBIO,1,2043,0.9879
REGION1,SEA1N,DEMCOMBIO,1,2043,0.9879
REGION1,SEA2D,DEMCOMBIO,1,2043,0.9879
REGION1,SEA2N,DEMCOMBIO,1,2043,0.9879
REGION1,SEA3D,DEMCOMBIO,1,2043,0.9879
REGION1,SEA3N,DEMCOMBIO,1,2043,0.9879
REGION1,SEA4D,DEMCOMBIO,1,2043,0.9879
REGION1,SEA4N,DEMCOMBIO,1,2043,0.9879
REGION1,SEA1D,DEMCOMBIO,1,2044,1.0192
REGION1,SEA1N,DEMCOMBIO,1,2044,1.0192
REGION1,SEA2D,DEMCOMBIO,1,2044,1.0192
REGION1,SEA2N,DEMCOMBIO,1,2044,1.0192
REGION1,SEA3D,DEMCOMBIO,1,2044,1.0192
REGION1,SEA3N,DEMCOMBIO,1,2044,1.0192
REGION1,SEA4D,DEMCOMBIO,1,2044,1.0192
REGION1,SEA4N,DEMCOMBIO,1,2044,1.0192
REGION1,SEA1D,DEMCOMBIO,1,2045,1.0515
REGION1,SEA1N,DEMCOMBIO,1,2045,1.0515
REGION1,SEA2D,DEMCOMBIO,1,2045,1.0515
REGION1,SEA2N,DEMCOMBIO,1,2045,1.0515
REGION1,SEA3D,DEMCOMBIO,1,2045,1.0515
REGION1,SEA3N,DEMCOMBIO,1,2045,1.0515
REGION1,SEA4D,DEMCOMBIO,1,2045,1.0515
REGION1,SEA4N,DEMCOMBIO,1,2045,1.0515
REGION1,SEA1D,DEMCOMBIO,1,2046,1.0828
REGION1,SEA1N,DEMCOMBIO,1,2046,1.0828
REGION1,SEA2D,DEMCOMBIO,1,2046,1.0828
REGION1,SEA2N,DEMCOMBIO,1,2046,1.0828
REGION1,SEA3D,DEMCOMBIO,1,2046,1.0828
REGION1,SEA3N,DEMCOMBIO,1,2046,1.0828
REGION1,SEA4D,DEMCOMBIO,1,2046,1.0828
REGION1,SEA4N,DEMCOMBIO,1,2046,1.0828
REGION1,SEA1D,DEMCOMBIO,1,2047,1.1152
REGION1,SEA1N,DEMCOMBIO,1,2047,1.1152
REGION1,SEA2D,DEMCOMBIO,1,2047,1.1152
REGION1,SEA2N,DEMCOMBIO,1,2047,1.1152
REGION1,SEA3D,DEMCOMBIO,1,2047,1.1152
REGION1,SEA3N,DEMCOMBIO,1,2047,1.1152
REGION1,SEA4D,DEMCOMBIO,1,2047,1.1152
REGION1,SEA4N,DEMCOMBIO,1,2047,1.1152
REGION1,SEA1D,DEMCOMBIO,1,2048,1.1465
REGION1,SEA1N,DEMCOMBIO,1,2048,1.1465
REGION1,SEA2D,DEMCOMBIO,1,2048,1.1465
REGION1,SEA2N,DEMCOMBIO,1,2048,1.1465
REGION1,SEA3D,DEMCOMBIO,1,2048,1.1465
REGION1,SEA3N,DEMCOMBIO,1,2048,1.1465
REGION1,SEA4D,DEMCOMBIO,1,2048,1.1465
REGION1,SEA4N,DEMCOMBIO,1,2048,1.1465
REGION1,SEA1D,DEMCOMBIO,1,2049,1.1788
REGION1,SEA1N,DEMCOMBIO,1,2049,1.1788
REGION1,SEA2D,DEMCOMBIO,1,2049,1.1788
REGION1,SEA2N,DEMCOMBIO,1,2049,1.1788
REGION1,SEA3D,DEMCOMBIO,1,2049,1.1788
REGION1,SEA3N,DEMCOMBIO,1,2049,1.1788
REGION1,SEA4D,DEMCOMBIO,1,2049,1.1788
REGION1,SEA4N,DEMCOMBIO,1,2049,1.1788
REGION1,SEA1D,DEMCOMBIO,1,2050,1.2101
REGION1,SEA1N,DEMCOMBIO,1,2050,1.2101
REGION1,SEA2D,DEMCOMBIO,1,2050,1.2101
REGION1,SEA2N,DEMCOMBIO,1,2050,1.2101
REGION1,SEA3D,DEMCOMBIO,1,2050,1.2101
REGION1,SEA3N,DEMCOMBIO,1,2050,1.2101
REGION1,SEA4D,DEMCOMBIO,1,2050,1.2101
REGION1,SEA4N,DEMCOMBIO,1,2050,1.2101
REGION1,SEA1D,DEMCOMELCB02,1,2020,57.0
REGION1,SEA1N,DEMCOMELCB02,1,2020,41.4545
REGION1,SEA2D,DEMCOMELCB02,1,2020,57.0
REGION1,SEA2N,DEMCOMELCB02,1,2020,44.3333
REGION1,SEA3D,DEMCOMELCB02,1,2020,68.4
REGION1,SEA3N,DEMCOMELCB02,1,2020,52.9286
REGION1,SEA4D,DEMCOMELCB02,1,2020,82.3333
REGION1,SEA4N,DEMCOMELCB02,1,2020,60.8
REGION1,SEA1D,DEMCOMELCB02,1,2021,58.29
REGION1,SEA1N,DEMCOMELCB02,1,2021,42.3927
REGION1,SEA2D,DEMCOMELCB02,1,2021,58.29
REGION1,SEA2N,DEMCOMELCB02,1,2021,45.3367
REGION1,SEA3D,DEMCOMELCB02,1,2021,69.948
REGION1,SEA3N,DEMCOMELCB02,1,2021,54.1264
REGION1,SEA4D,DEMCOMELCB02,1,2021,84.1967
REGION1,SEA4N,DEMCOMELCB02,1,2021,62.176
REGION1,SEA1D,DEMCOMELCB02,1,2022,59.36
REGION1,SEA1N,DEMCOMELCB02,1,2022,43.1709
REGION1,SEA2D,DEMCOMELCB02,1,2022,59.36
REGION1,SEA2N,DEMCOMELCB02,1,2022,46.1689
REGION1,SEA3D,DEMCOMELCB02,1,2022,71.232
REGION1,SEA3N,DEMCOMELCB02,1,2022,55.12
REGION1,SEA4D,DEMCOMELCB02,1,2022,85.7422
REGION1,SEA4N,DEMCOMELCB02,1,2022,63.3173
REGION1,SEA1D,DEMCOMELCB02,1,2023,60.24
REGION1,SEA1N,DEMCOMELCB02,1,2023,43.8109
REGION1,SEA2D,DEMCOMELCB02,1,2023,60.24
REGION1,SEA2N,DEMCOMELCB02,1,2023,46.8533
REGION1,SEA3D,DEMCOMELCB02,1,2023,72.288
REGION1,SEA3N,DEMCOMELCB02,1,2023,55.9371
REGION1,SEA4D,DEMCOMELCB02,1,2023,87.0133
REGION1,SEA4N,DEMCOMELCB02,1,2023,64.256
REGION1,SEA1D,DEMCOMELCB02,1,2024,60.96
REGION1,SEA1N,DEMCOMELCB02,1,2024,44.3345
REGION1,SEA2D,DEMCOMELCB02,1,2024,60.96
REGION1,SEA2N,DEMCOMELCB02,1,2024,47.4133
REGION1,SEA3D,DEMCOMELCB02,1,2024,73.152
REGION1,SEA3N,DEMCOMELCB02,1,2024,56.6057
REGION1,SEA4D,DEMCOMELCB02,1,2024,88.0533
REGION1,SEA4N,DEMCOMELCB02,1,2024,65.024
REGION1,SEA1D,DEMCOMELCB02,1,2025,61.69
REGION1,SEA1N,DEMCOMELCB02,1,2025,44.8655
REGION1,SEA2D,DEMCOMELCB02,1,2025,61.69
REGION1,SEA2N,DEMCOMELCB02,1,2025,47.9811
REGION1,SEA3D,DEMCOMELCB02,1,2025,74.028
REGION1,SEA3N,DEMCOMELCB02,1,2025,57.2836
REGION1,SEA4D,DEMCOMELCB02,1,2025,89.1078
REGION1,SEA4N,DEMCOMELCB02,1,2025,65.8027
REGION1,SEA1D,DEMCOMELCB02,1,2026,62.53
REGION1,SEA1N,DEMCOMELCB02,1,2026,45.4764
REGION1,SEA2D,DEMCOMELCB02,1,2026,62.53
REGION1,SEA2N,DEMCOMELCB02,1,2026,48.6344
REGION1,SEA3D,DEMCOMELCB02,1,2026,75.036
REGION1,SEA3N,DEMCOMELCB02,1,2026,58.0636
REGION1,SEA4D,DEMCOMELCB02,1,2026,90.3211
REGION1,SEA4N,DEMCOMELCB02,1,2026,66.6987
REGION1,SEA1D,DEMCOMELCB02,1,2027,63.4
REGION1,SEA1N,DEMCOMELCB02,1,2027,46.1091
REGION1,SEA2D,DEMCOMELCB02,1,2027,63.4
REGION1,SEA2N,DEMCOMELCB02,1,2027,49.3111
REGION1,SEA3D,DEMCOMELCB02,1,2027,76.08
REGION1,SEA3N,DEMCOMELCB02,1,2027,58.8714
REGION1,SEA4D,DEMCOMELCB02,1,2027,91.5778
REGION1,SEA4N,DEMCOMELCB02,1,2027,67.6267
REGION1,SEA1D,DEMCOMELCB02,1,2028,64.11
REGION1,SEA1N,DEMCOMELCB02,1,2028,46.6255
REGION1,SEA2D,DEMCOMELCB02,1,2028,64.11
REGION1,SEA2N,DEMCOMELCB02,1,2028,49.8633
REGION1,SEA3D,DEMCOMELCB02,1,2028,76.932
REGION1,SEA3N,DEMCOMELCB02,1,2028,59.5307
REGION1,SEA4D,DEMCOMELCB02,1,2028,92.6033
REGION1,SEA4N,DEMCOMELCB02,1,2028,68.384
REGION1,SEA1D,DEMCOMELCB02,1,2029,64.88
REGION1,SEA1N,DEMCOMELCB02,1,2029,47.1855
REGION1,SEA2D,DEMCOMELCB02,1,2029,64.88
REGION1,SEA2N,DEMCOMELCB02,1,2029,50.4622
REGION1,SEA3D,DEMCOMELCB02,1,2029,77.856
REGION1,SEA3N,DEMCOMELCB02,1,2029,60.2457
REGION1,SEA4D,DEMCOMELCB02,1,2029,93.7156
REGION1,SEA4N,DEMCOMELCB02,1,2029,69.2053
REGION1,SEA1D,DEMCOMELCB02,1,2030,65.62
REGION1,SEA1N,DEMCOMELCB02,1,2030,47.7236
REGION1,SEA2D,DEMCOMELCB02,1,2030,65.62
REGION1,SEA2N,DEMCOMELCB02,1,2030,51.0378
REGION1,SEA3D,DEMCOMELCB02,1,2030,78.744
REGION1,SEA3N,DEMCOMELCB02,1,2030,60.9329
REGION1,SEA4D,DEMCOMELCB02,1,2030,94.7844
REGION1,SEA4N,DEMCOMELCB02,1,2030,69.9947
REGION1,SEA1D,DEMCOMELCB02,1,2031,66.18
REGION1,SEA1N,DEMCOMELCB02,1,2031,48.1309
REGION1,SEA2D,DEMCOMELCB02,1,2031,66.18
REGION1,SEA2N,DEMCOMELCB02,1,2031,51.4733
REGION1,SEA3D,DEMCOMELCB02,1,2031,79.416
REGION1,SEA3N,DEMCOMELCB02,1,2031,61.4529
REGION1,SEA4D,DEMCOMELCB02,1,2031,95.5933
REGION1,SEA4N,DEMCOMELCB02,1,2031,70.592
REGION1,SEA1D,DEMCOMELCB02,1,2032,66.73
REGION1,SEA1N,DEMCOMELCB02,1,2032,48.5309
REGION1,SEA2D,DEMCOMELCB02,1,2032,66.73
REGION1,SEA2N,DEMCOMELCB02,1,2032,51.9011
REGION1,SEA3D,DEMCOMELCB02,1,2032,80.076
REGION1,SEA3N,DEMCOMELCB02,1,2032,61.9636
REGION1,SEA4D,DEMCOMELCB02,1,2032,96.3878
REGION1,SEA4N,DEMCOMELCB02,1,2032,71.1787
REGION1,SEA1D,DEMCOMELCB02,1,2033,67.41
REGION1,SEA1N,DEMCOMELCB02,1,2033,49.0255
REGION1,SEA2D,DEMCOMELCB02,1,2033,67.41
REGION1,SEA2N,DEMCOMELCB02,1,2033,52.43
REGION1,SEA3D,DEMCOMELCB02,1,2033,80.892
REGION1,SEA3N,DEMCOMELCB02,1,2033,62.595
REGION1,SEA4D,DEMCOMELCB02,1,2033,97.37
REGION1,SEA4N,DEMCOMELCB02,1,2033,71.904
REGION1,SEA1D,DEMCOMELCB02,1,2034,67.85
REGION1,SEA1N,DEMCOMELCB02,1,2034,49.3455
REGION1,SEA2D,DEMCOMELCB02,1,2034,67.85
REGION1,SEA2N,DEMCOMELCB02,1,2034,52.7722
REGION1,SEA3D,DEMCOMELCB02,1,2034,81.42
REGION1,SEA3N,DEMCOMELCB02,1,2034,63.0036
REGION1,SEA4D,DEMCOMELCB02,1,2034,98.0056
REGION1,SEA4N,DEMCOMELCB02,1,2034,72.3733
REGION1,SEA1D,DEMCOMELCB02,1,2035,68.27
REGION1,SEA1N,DEMCOMELCB02,1,2035,49.6509
REGION1,SEA2D,DEMCOMELCB02,1,2035,68.27
REGION1,SEA2N,DEMCOMELCB02,1,2035,53.0989
REGION1,SEA3D,DEMCOMELCB02,1,2035,81.924
REGION1,SEA3N,DEMCOMELCB02,1,2035,63.3936
REGION1,SEA4D,DEMCOMELCB02,1,2035,98.6122
REGION1,SEA4N,DEMCOMELCB02,1,2035,72.8213
REGION1,SEA1D,DEMCOMELCB02,1,2036,68.69
REGION1,SEA1N,DEMCOMELCB02,1,2036,49.9564
